# iT  physTime_s  Qx_m3_per_s  qx_cell_m_per_s  max_abs_ux_m_per_s
18313 7.630416666666664e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
18314 7.630833333333330e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
18315 7.631249999999998e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
18316 7.631666666666664e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
18317 7.632083333333330e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
18318 7.632499999999998e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
18319 7.632916666666664e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
18320 7.633333333333330e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
18321 7.633749999999998e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
18322 7.634166666666664e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
18323 7.634583333333330e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
18324 7.634999999999998e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
18325 7.635416666666664e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
18326 7.635833333333330e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
18327 7.636249999999997e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
18328 7.636666666666664e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
18329 7.637083333333330e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
18330 7.637499999999997e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
18331 7.637916666666664e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
18332 7.638333333333331e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
18333 7.638749999999997e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
18334 7.639166666666664e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
18335 7.639583333333331e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
18336 7.639999999999997e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
18337 7.640416666666665e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
18338 7.640833333333331e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
18339 7.641249999999997e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
18340 7.641666666666665e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
18341 7.642083333333331e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
18342 7.642499999999997e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
18343 7.642916666666663e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
18344 7.643333333333331e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
18345 7.643749999999997e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
18346 7.644166666666663e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
18347 7.644583333333331e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
18348 7.644999999999997e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
18349 7.645416666666664e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
18350 7.645833333333331e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
18351 7.646249999999997e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
18352 7.646666666666664e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
18353 7.647083333333331e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
18354 7.647499999999998e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
18355 7.647916666666664e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
18356 7.648333333333330e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
18357 7.648749999999998e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
18358 7.649166666666664e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
18359 7.649583333333330e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
18360 7.649999999999998e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
18361 7.650416666666664e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
18362 7.650833333333330e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
18363 7.651249999999998e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
18364 7.651666666666664e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
18365 7.652083333333330e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
18366 7.652499999999998e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
18367 7.652916666666664e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
18368 7.653333333333330e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
18369 7.653749999999997e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
18370 7.654166666666664e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
18371 7.654583333333330e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
18372 7.654999999999997e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
18373 7.655416666666664e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
18374 7.655833333333331e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
18375 7.656249999999997e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
18376 7.656666666666664e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
18377 7.657083333333331e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
18378 7.657499999999997e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
18379 7.657916666666665e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
18380 7.658333333333331e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
18381 7.658749999999997e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
18382 7.659166666666665e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
18383 7.659583333333331e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
18384 7.659999999999997e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
18385 7.660416666666663e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
18386 7.660833333333331e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
18387 7.661249999999997e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
18388 7.661666666666663e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
18389 7.662083333333331e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
18390 7.662499999999997e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
18391 7.662916666666664e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
18392 7.663333333333331e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
18393 7.663749999999997e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
18394 7.664166666666664e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
18395 7.664583333333331e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
18396 7.664999999999997e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
18397 7.665416666666664e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
18398 7.665833333333330e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
18399 7.666249999999998e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
18400 7.666666666666664e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
18401 7.667083333333330e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
18402 7.667499999999998e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
18403 7.667916666666664e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
18404 7.668333333333330e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
18405 7.668749999999998e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
18406 7.669166666666664e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
18407 7.669583333333330e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
18408 7.669999999999998e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
18409 7.670416666666664e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
18410 7.670833333333330e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
18411 7.671249999999997e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
18412 7.671666666666664e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
18413 7.672083333333330e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
18414 7.672499999999997e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
18415 7.672916666666664e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
18416 7.673333333333331e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
18417 7.673749999999997e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
18418 7.674166666666664e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
18419 7.674583333333331e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
18420 7.674999999999997e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
18421 7.675416666666665e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
18422 7.675833333333331e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
18423 7.676249999999997e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
18424 7.676666666666665e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
18425 7.677083333333331e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
18426 7.677499999999997e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
18427 7.677916666666663e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
18428 7.678333333333331e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
18429 7.678749999999997e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
18430 7.679166666666663e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
18431 7.679583333333331e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
18432 7.679999999999997e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
18433 7.680416666666664e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
18434 7.680833333333331e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
18435 7.681249999999997e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
18436 7.681666666666664e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
18437 7.682083333333331e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
18438 7.682499999999997e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
18439 7.682916666666664e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
18440 7.683333333333330e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
18441 7.683749999999998e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
18442 7.684166666666664e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
18443 7.684583333333330e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
18444 7.684999999999998e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
18445 7.685416666666664e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
18446 7.685833333333330e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
18447 7.686249999999998e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
18448 7.686666666666664e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
18449 7.687083333333330e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
18450 7.687499999999998e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
18451 7.687916666666664e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
18452 7.688333333333330e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
18453 7.688749999999998e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
18454 7.689166666666664e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
18455 7.689583333333330e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
18456 7.689999999999997e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
18457 7.690416666666664e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
18458 7.690833333333331e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
18459 7.691249999999997e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
18460 7.691666666666664e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
18461 7.692083333333331e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
18462 7.692499999999997e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
18463 7.692916666666664e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
18464 7.693333333333331e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
18465 7.693749999999997e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
18466 7.694166666666665e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
18467 7.694583333333331e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
18468 7.694999999999997e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
18469 7.695416666666663e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
18470 7.695833333333331e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
18471 7.696249999999997e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
18472 7.696666666666663e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
18473 7.697083333333331e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
18474 7.697499999999997e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
18475 7.697916666666664e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
18476 7.698333333333331e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
18477 7.698749999999997e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
18478 7.699166666666664e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
18479 7.699583333333331e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
18480 7.699999999999997e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
18481 7.700416666666664e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
18482 7.700833333333330e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
18483 7.701249999999998e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
18484 7.701666666666664e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
18485 7.702083333333330e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
18486 7.702499999999998e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
18487 7.702916666666664e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
18488 7.703333333333330e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
18489 7.703749999999998e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
18490 7.704166666666664e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
18491 7.704583333333330e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
18492 7.704999999999998e-08 2.330601942349238e-28 5.975902416280098e-15 9.179159432244885e-14
18493 7.705416666666664e-08 2.408317546711092e-28 6.175173196695107e-15 1.088960398264679e-13
18494 7.705833333333330e-08 2.330601943093700e-28 5.975902418188976e-15 9.179159432244885e-14
18495 7.706249999999998e-08 2.375010871854205e-28 6.089771466292833e-15 1.088960398264679e-13
